Version	Since	List	Item
3.0.0	2.5.0	Symmetry	Plane
3.0.0	1.3.4	Text	ASCII
3.0.0	1.3.4	Text	Unicode
3.0.0	2.2.5	Uranus	Ariel
3.0.0	2.2.5	Uranus	Magnetosphere
3.0.0	2.2.5	Uranus	Miranda
3.0.0	2.2.5	Uranus	Oberon
3.0.0	2.2.5	Uranus	Puck
3.0.0	2.2.5	Uranus	Titania
3.0.0	2.2.5	Uranus	Umbriel
3.0.0	2.2.5	Venus	Magnetosphere
3.0.0	1.3.5	WaveQuantity	Absorption
3.0.0	1.3.5	WaveQuantity	ACElectricField
3.0.0	1.3.5	WaveQuantity	ACMagneticField
3.0.0	2.2.2	WaveQuantity	Albedo
3.0.0	1.3.5	WaveQuantity	DopplerFrequency
3.0.0	1.1.0	WaveQuantity	Emissivity
3.0.0	1.2.1	WaveQuantity	EnergyFlux
3.0.0	1.1.0	WaveQuantity	EquivalentWidth
3.0.0	1.3.5	WaveQuantity	Frequency
3.0.0	1.2.1	WaveQuantity	Gyrofrequency
3.0.0	1.1.0	WaveQuantity	Intensity
3.0.0	1.1.0	WaveQuantity	LineDepth
3.0.0	2.3.1	WaveQuantity	LowerHybridFrequency
3.0.0	1.1.0	WaveQuantity	MagneticField
3.0.0	1.1.0	WaveQuantity	ModeAmplitude
3.0.0	1.2.1	WaveQuantity	PlasmaFrequency
3.0.0	1.1.0	WaveQuantity	Polarization
3.0.0	1.3.5	WaveQuantity	PoyntingFlux
3.0.0	1.3.5	WaveQuantity	PropagationTime
3.0.0	1.1.0	WaveQuantity	StokesParameters
3.0.0	2.3.1	WaveQuantity	UpperHybridFrequency
3.0.0	1.1.0	WaveQuantity	Velocity
3.0.0	2.3.2	WaveQuantity	VolumeEmissionRate
3.0.0	1.3.5	WaveQuantity	Wavelength
3.0.0	1.3.4	Waves	Active
3.0.0	1.3.4	Waves	Passive
3.0.0	1.3.4	WaveType	Electromagnetic
3.0.0	1.3.4	WaveType	Electrostatic
3.0.0	1.3.4	WaveType	Hydrodynamic
3.0.0	1.3.4	WaveType	MHD
3.0.0	1.3.4	WaveType	Photon
3.0.0	1.3.4	WaveType	PlasmaWaves
3.0.0	2.5.0	YN	No
3.0.0	2.5.0	YN	Yes
